age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churn,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,value_per_hour,activity_status,age_group
42,Female,Standard,27.93,59,Asia,Tv,13.99,False,Crypto,4,0.47,Horror,2.0,Dormant,36-50
60,Female,Standard,0.76,59,North America,Desktop,13.99,True,Credit Card,2,0.01,Romance,0.05,Dormant,51+
22,Other,Premium,3.24,5,South America,Laptop,17.99,False,Gift Card,4,0.54,Romance,0.18,Active,18-25
67,Female,Premium,5.4,3,Asia,Mobile,17.99,False,Paypal,2,1.35,Sci-Fi,0.3,Active,51+
50,Other,Premium,1.21,44,Europe,Tablet,17.99,True,Credit Card,1,0.03,Action,0.07,Dormant,36-50
64,Other,Premium,15.0,24,Asia,Desktop,17.99,False,Crypto,2,0.6,Documentary,0.83,Intermittent,51+
26,Female,Premium,5.22,24,Asia,Laptop,17.99,False,Gift Card,5,0.21,Action,0.29,Intermittent,26-35
37,Female,Premium,0.52,37,North America,Tv,17.99,True,Paypal,4,0.01,Documentary,0.03,Dormant,36-50
64,Male,Standard,8.35,32,Africa,Tv,13.99,True,Credit Card,2,0.25,Action,0.6,Dormant,51+
32,Female,Standard,13.49,8,Africa,Desktop,13.99,False,Gift Card,4,1.5,Sci-Fi,0.96,Intermittent,26-35
39,Other,Premium,3.98,39,Asia,Tablet,17.99,True,Debit Card,3,0.1,Drama,0.22,Dormant,36-50
66,Male,Standard,0.24,13,Oceania,Tablet,13.99,True,Crypto,5,0.02,Action,0.02,Intermittent,51+
57,Male,Premium,20.0,41,South America,Laptop,17.99,True,Debit Card,2,0.48,Drama,1.11,Dormant,51+
53,Female,Basic,20.8,27,Asia,Mobile,8.99,False,Gift Card,5,0.74,Comedy,2.31,Intermittent,51+
36,Other,Basic,0.95,41,North America,Desktop,8.99,True,Gift Card,5,0.02,Documentary,0.11,Dormant,36-50
67,Female,Premium,3.33,11,Europe,Mobile,17.99,True,Crypto,3,0.28,Action,0.19,Intermittent,51+
32,Other,Basic,5.21,9,Asia,Laptop,8.99,False,Gift Card,2,0.52,Romance,0.58,Intermittent,26-35
48,Male,Premium,8.82,1,South America,Laptop,17.99,False,Paypal,5,4.41,Romance,0.49,Active,36-50
32,Female,Basic,3.15,26,North America,Laptop,8.99,True,Debit Card,2,0.12,Comedy,0.35,Intermittent,26-35
50,Other,Premium,75.9,40,South America,Mobile,17.99,False,Crypto,5,1.85,Action,4.22,Dormant,36-50
55,Female,Premium,3.27,21,South America,Tv,17.99,True,Paypal,1,0.15,Action,0.18,Intermittent,51+
41,Other,Basic,4.15,39,Asia,Laptop,8.99,True,Paypal,5,0.1,Comedy,0.46,Dormant,36-50
34,Male,Premium,13.49,51,South America,Tablet,17.99,True,Debit Card,1,0.26,Horror,0.75,Dormant,26-35
26,Female,Premium,26.05,42,South America,Tablet,17.99,False,Crypto,4,0.61,Sci-Fi,1.45,Dormant,26-35
59,Female,Premium,8.86,35,Africa,Laptop,17.99,False,Debit Card,5,0.25,Drama,0.49,Dormant,51+
58,Female,Premium,8.74,49,Africa,Laptop,17.99,True,Debit Card,1,0.17,Romance,0.49,Dormant,51+
22,Male,Basic,0.8,35,Oceania,Tv,8.99,True,Gift Card,1,0.02,Sci-Fi,0.09,Dormant,18-25
44,Other,Basic,16.91,23,Africa,Mobile,8.99,False,Crypto,4,0.7,Romance,1.88,Intermittent,36-50
62,Male,Basic,7.12,10,North America,Desktop,8.99,False,Gift Card,1,0.65,Drama,0.79,Intermittent,51+
20,Female,Standard,5.68,54,North America,Tv,13.99,True,Gift Card,3,0.1,Sci-Fi,0.41,Dormant,18-25
49,Female,Basic,18.19,23,Europe,Mobile,8.99,False,Gift Card,3,0.76,Sci-Fi,2.02,Intermittent,36-50
52,Male,Premium,10.14,42,Europe,Laptop,17.99,False,Credit Card,5,0.24,Drama,0.56,Dormant,51+
69,Other,Premium,20.85,57,North America,Laptop,17.99,False,Gift Card,4,0.36,Drama,1.16,Dormant,51+
55,Other,Premium,14.3,32,Africa,Tv,17.99,True,Gift Card,5,0.43,Drama,0.79,Dormant,51+
51,Female,Standard,18.3,56,Africa,Tv,13.99,True,Debit Card,3,0.32,Horror,1.31,Dormant,51+
32,Female,Premium,3.64,12,Europe,Tablet,17.99,False,Credit Card,4,0.28,Drama,0.2,Intermittent,26-35
53,Female,Premium,1.25,37,Asia,Mobile,17.99,True,Paypal,5,0.03,Action,0.07,Dormant,51+
44,Female,Basic,3.72,37,Oceania,Tv,8.99,True,Debit Card,1,0.1,Documentary,0.41,Dormant,36-50
25,Male,Basic,1.27,43,Asia,Mobile,8.99,True,Debit Card,2,0.03,Sci-Fi,0.14,Dormant,18-25
60,Male,Premium,2.52,32,Asia,Tablet,17.99,True,Paypal,4,0.08,Drama,0.14,Dormant,51+
68,Male,Standard,1.68,33,Africa,Desktop,13.99,True,Credit Card,3,0.05,Drama,0.12,Dormant,51+
22,Other,Premium,0.43,23,Europe,Tablet,17.99,False,Credit Card,4,0.02,Horror,0.02,Intermittent,18-25
43,Male,Basic,50.47,37,Africa,Laptop,8.99,False,Debit Card,4,1.33,Sci-Fi,5.61,Dormant,36-50
65,Female,Basic,3.46,48,Oceania,Tablet,8.99,True,Credit Card,4,0.07,Drama,0.38,Dormant,51+
38,Male,Basic,5.46,5,Oceania,Tv,8.99,False,Gift Card,2,0.91,Horror,0.61,Active,36-50
61,Other,Premium,2.22,43,Asia,Tv,17.99,True,Gift Card,4,0.05,Documentary,0.12,Dormant,51+
68,Female,Premium,27.23,53,North America,Desktop,17.99,False,Gift Card,3,0.5,Documentary,1.51,Dormant,51+
54,Male,Standard,8.18,36,Oceania,Mobile,13.99,True,Credit Card,2,0.22,Documentary,0.58,Dormant,51+
28,Male,Premium,4.6,16,South America,Mobile,17.99,False,Paypal,4,0.27,Action,0.26,Intermittent,26-35
54,Other,Basic,12.13,50,South America,Tablet,8.99,True,Crypto,1,0.24,Romance,1.35,Dormant,51+
63,Female,Basic,3.65,55,South America,Desktop,8.99,True,Crypto,5,0.07,Comedy,0.41,Dormant,51+
59,Other,Basic,10.87,31,South America,Laptop,8.99,True,Debit Card,4,0.34,Comedy,1.21,Dormant,51+
54,Other,Basic,30.06,37,Oceania,Tv,8.99,False,Gift Card,2,0.79,Action,3.34,Dormant,51+
62,Male,Premium,2.68,55,Africa,Tv,17.99,True,Gift Card,1,0.05,Action,0.15,Dormant,51+
54,Female,Standard,15.72,0,Africa,Mobile,13.99,False,Paypal,5,15.72,Romance,1.12,Active,51+
37,Male,Standard,2.31,28,Asia,Laptop,13.99,True,Paypal,1,0.08,Horror,0.17,Intermittent,36-50
64,Male,Standard,22.72,32,North America,Laptop,13.99,False,Paypal,1,0.69,Romance,1.62,Dormant,51+
26,Other,Premium,4.76,27,Oceania,Mobile,17.99,True,Crypto,4,0.17,Documentary,0.26,Intermittent,26-35
41,Other,Premium,2.74,19,Asia,Laptop,17.99,True,Debit Card,3,0.14,Sci-Fi,0.15,Intermittent,36-50
60,Female,Standard,17.42,27,Asia,Desktop,13.99,False,Credit Card,5,0.62,Action,1.25,Intermittent,51+
56,Female,Premium,10.22,56,Africa,Tv,17.99,False,Debit Card,5,0.18,Drama,0.57,Dormant,51+
20,Other,Premium,5.12,18,Oceania,Desktop,17.99,False,Paypal,1,0.27,Action,0.28,Intermittent,18-25
19,Female,Premium,2.3,1,South America,Mobile,17.99,False,Crypto,3,1.15,Comedy,0.13,Active,18-25
20,Female,Standard,1.45,0,North America,Tablet,13.99,False,Gift Card,5,1.45,Horror,0.1,Active,18-25
57,Female,Premium,19.3,42,Europe,Desktop,17.99,True,Gift Card,4,0.45,Romance,1.07,Dormant,51+
61,Male,Premium,34.86,23,Oceania,Mobile,17.99,False,Crypto,3,1.45,Documentary,1.94,Intermittent,51+
24,Other,Standard,4.89,58,South America,Mobile,13.99,True,Debit Card,2,0.08,Action,0.35,Dormant,18-25
47,Other,Standard,24.11,31,Europe,Laptop,13.99,False,Paypal,3,0.75,Sci-Fi,1.72,Dormant,36-50
68,Female,Standard,81.07,42,North America,Laptop,13.99,False,Debit Card,1,1.89,Documentary,5.79,Dormant,51+
40,Other,Basic,0.86,5,Oceania,Tablet,8.99,True,Debit Card,2,0.14,Documentary,0.1,Active,36-50
42,Male,Premium,1.91,44,Europe,Mobile,17.99,True,Crypto,1,0.04,Action,0.11,Dormant,36-50
59,Other,Basic,14.32,47,South America,Laptop,8.99,True,Credit Card,1,0.3,Horror,1.59,Dormant,51+
59,Other,Basic,0.09,25,Europe,Laptop,8.99,True,Crypto,2,0.0,Sci-Fi,0.01,Intermittent,51+
33,Male,Premium,9.68,57,Asia,Laptop,17.99,True,Gift Card,1,0.17,Documentary,0.54,Dormant,26-35
24,Male,Standard,13.71,51,Oceania,Mobile,13.99,True,Debit Card,1,0.26,Horror,0.98,Dormant,18-25
45,Female,Premium,11.99,54,North America,Desktop,17.99,True,Credit Card,2,0.22,Horror,0.67,Dormant,36-50
48,Male,Premium,7.18,53,Asia,Tablet,17.99,False,Debit Card,4,0.13,Comedy,0.4,Dormant,36-50
39,Male,Standard,31.83,2,Africa,Mobile,13.99,False,Crypto,5,10.61,Horror,2.28,Active,36-50
25,Male,Standard,7.26,43,Oceania,Desktop,13.99,True,Paypal,1,0.17,Action,0.52,Dormant,18-25
64,Male,Premium,3.51,30,Europe,Tablet,17.99,False,Paypal,5,0.11,Action,0.2,Intermittent,51+
25,Male,Premium,16.61,34,Oceania,Mobile,17.99,False,Debit Card,4,0.47,Comedy,0.92,Dormant,18-25
59,Female,Basic,6.96,4,Asia,Tv,8.99,False,Paypal,2,1.39,Horror,0.77,Active,51+
64,Male,Premium,15.22,4,North America,Laptop,17.99,False,Gift Card,1,3.04,Documentary,0.85,Active,51+
62,Other,Premium,4.99,10,North America,Tv,17.99,True,Debit Card,2,0.45,Comedy,0.28,Intermittent,51+
57,Male,Standard,3.73,5,Europe,Laptop,13.99,False,Paypal,2,0.62,Comedy,0.27,Active,51+
24,Female,Premium,30.8,19,Europe,Mobile,17.99,False,Credit Card,5,1.54,Romance,1.71,Intermittent,18-25
51,Other,Basic,36.62,43,North America,Laptop,8.99,False,Credit Card,4,0.83,Horror,4.07,Dormant,51+
69,Female,Basic,4.81,22,South America,Tv,8.99,True,Gift Card,2,0.21,Action,0.54,Intermittent,51+
20,Female,Standard,4.28,14,North America,Tablet,13.99,False,Debit Card,5,0.29,Sci-Fi,0.31,Intermittent,18-25
46,Female,Standard,10.98,20,Africa,Mobile,13.99,False,Gift Card,5,0.52,Sci-Fi,0.78,Intermittent,36-50
21,Male,Premium,3.06,24,North America,Mobile,17.99,False,Paypal,4,0.12,Romance,0.17,Intermittent,18-25
56,Other,Standard,16.86,34,South America,Tv,13.99,True,Credit Card,2,0.48,Action,1.21,Dormant,51+
40,Other,Standard,9.41,46,Africa,Tv,13.99,True,Crypto,3,0.2,Drama,0.67,Dormant,36-50
21,Other,Basic,54.56,11,North America,Desktop,8.99,False,Credit Card,5,4.55,Romance,6.07,Intermittent,18-25
18,Male,Premium,1.61,29,Asia,Mobile,17.99,True,Paypal,1,0.05,Drama,0.09,Intermittent,18-25
18,Female,Premium,0.38,37,North America,Tv,17.99,True,Crypto,5,0.01,Action,0.02,Dormant,18-25
31,Female,Premium,0.54,16,North America,Desktop,17.99,True,Credit Card,1,0.03,Sci-Fi,0.03,Intermittent,26-35
45,Male,Basic,5.8,39,North America,Mobile,8.99,True,Debit Card,4,0.14,Documentary,0.65,Dormant,36-50
33,Female,Standard,6.15,13,North America,Tablet,13.99,False,Gift Card,5,0.44,Horror,0.44,Intermittent,26-35
33,Female,Standard,3.98,49,Oceania,Tablet,13.99,True,Debit Card,4,0.08,Drama,0.28,Dormant,26-35
31,Male,Premium,1.9,31,Europe,Mobile,17.99,True,Gift Card,1,0.06,Horror,0.11,Dormant,26-35
18,Other,Premium,7.93,60,Oceania,Mobile,17.99,False,Debit Card,4,0.13,Documentary,0.44,Dormant,18-25
29,Male,Standard,1.23,50,Asia,Desktop,13.99,True,Paypal,3,0.02,Comedy,0.09,Dormant,26-35
46,Other,Basic,8.69,35,Oceania,Tv,8.99,True,Gift Card,1,0.24,Comedy,0.97,Dormant,36-50
60,Male,Basic,21.16,23,Europe,Tv,8.99,False,Credit Card,5,0.88,Romance,2.35,Intermittent,51+
52,Other,Standard,8.61,45,North America,Mobile,13.99,True,Crypto,3,0.19,Horror,0.62,Dormant,51+
30,Other,Standard,14.41,51,Asia,Tablet,13.99,True,Gift Card,1,0.28,Comedy,1.03,Dormant,26-35
25,Male,Standard,1.36,4,North America,Laptop,13.99,False,Gift Card,5,0.27,Romance,0.1,Active,18-25
33,Female,Basic,0.03,51,North America,Laptop,8.99,True,Credit Card,1,0.0,Horror,0.0,Dormant,26-35
63,Female,Standard,45.57,53,Europe,Desktop,13.99,False,Debit Card,4,0.84,Romance,3.26,Dormant,51+
21,Other,Basic,19.21,57,Asia,Laptop,8.99,True,Gift Card,4,0.33,Documentary,2.14,Dormant,18-25
46,Other,Standard,0.83,12,South America,Mobile,13.99,True,Crypto,4,0.06,Comedy,0.06,Intermittent,36-50
21,Female,Standard,9.39,41,South America,Mobile,13.99,False,Paypal,5,0.22,Drama,0.67,Dormant,18-25
49,Female,Premium,3.31,59,Europe,Laptop,17.99,True,Paypal,1,0.06,Sci-Fi,0.18,Dormant,36-50
55,Male,Premium,0.87,48,Asia,Tablet,17.99,True,Debit Card,4,0.02,Action,0.05,Dormant,51+
39,Other,Premium,2.99,46,Europe,Tablet,17.99,True,Crypto,4,0.06,Romance,0.17,Dormant,36-50
67,Female,Premium,15.71,20,North America,Mobile,17.99,False,Credit Card,5,0.75,Sci-Fi,0.87,Intermittent,51+
55,Male,Standard,55.93,43,Asia,Tv,13.99,False,Gift Card,1,1.27,Action,4.0,Dormant,51+
19,Female,Basic,40.16,20,Oceania,Desktop,8.99,False,Paypal,3,1.91,Action,4.47,Intermittent,18-25
65,Male,Premium,11.56,18,South America,Desktop,17.99,False,Crypto,1,0.61,Sci-Fi,0.64,Intermittent,51+
34,Female,Basic,7.93,60,Asia,Desktop,8.99,True,Crypto,1,0.13,Action,0.88,Dormant,26-35
58,Female,Standard,23.72,34,North America,Tablet,13.99,False,Paypal,4,0.68,Comedy,1.7,Dormant,51+
25,Female,Premium,17.57,16,Oceania,Tablet,17.99,False,Paypal,4,1.03,Comedy,0.98,Intermittent,18-25
65,Female,Standard,0.53,1,Europe,Laptop,13.99,False,Credit Card,5,0.27,Sci-Fi,0.04,Active,51+
65,Other,Premium,27.63,8,Asia,Tv,17.99,False,Crypto,5,3.07,Romance,1.54,Intermittent,51+
28,Male,Premium,50.96,23,North America,Mobile,17.99,False,Crypto,3,2.12,Horror,2.83,Intermittent,26-35
57,Male,Basic,3.09,43,South America,Mobile,8.99,True,Debit Card,5,0.07,Horror,0.34,Dormant,51+
64,Other,Standard,1.09,37,South America,Laptop,13.99,True,Credit Card,5,0.03,Documentary,0.08,Dormant,51+
66,Other,Standard,10.25,28,North America,Desktop,13.99,False,Debit Card,4,0.35,Comedy,0.73,Intermittent,51+
29,Male,Premium,17.56,13,Asia,Tv,17.99,False,Debit Card,3,1.25,Romance,0.98,Intermittent,26-35
66,Male,Premium,32.92,33,Asia,Mobile,17.99,False,Debit Card,4,0.97,Drama,1.83,Dormant,51+
24,Female,Basic,1.71,3,Africa,Mobile,8.99,True,Crypto,3,0.43,Sci-Fi,0.19,Active,18-25
36,Other,Basic,18.51,11,South America,Tv,8.99,False,Debit Card,3,1.54,Sci-Fi,2.06,Intermittent,36-50
51,Female,Standard,13.68,3,Africa,Desktop,13.99,False,Paypal,4,3.42,Documentary,0.98,Active,51+
23,Other,Premium,11.61,38,North America,Mobile,17.99,True,Credit Card,3,0.3,Horror,0.65,Dormant,18-25
66,Other,Premium,14.44,48,Africa,Tv,17.99,True,Crypto,3,0.29,Comedy,0.8,Dormant,51+
29,Other,Standard,8.31,30,Asia,Mobile,13.99,False,Paypal,1,0.27,Action,0.59,Intermittent,26-35
32,Female,Basic,11.48,34,Oceania,Tablet,8.99,True,Debit Card,1,0.33,Horror,1.28,Dormant,26-35
43,Male,Premium,1.99,17,Africa,Tv,17.99,True,Crypto,5,0.11,Action,0.11,Intermittent,36-50
61,Other,Standard,8.12,56,Africa,Tv,13.99,False,Credit Card,4,0.14,Horror,0.58,Dormant,51+
44,Other,Basic,1.4,58,Asia,Tv,8.99,True,Debit Card,5,0.02,Drama,0.16,Dormant,36-50
35,Male,Standard,4.13,32,Africa,Tv,13.99,True,Credit Card,1,0.13,Horror,0.3,Dormant,26-35
67,Female,Basic,23.72,49,Oceania,Desktop,8.99,True,Gift Card,5,0.47,Documentary,2.64,Dormant,51+
67,Female,Standard,8.12,26,South America,Tv,13.99,False,Credit Card,3,0.3,Drama,0.58,Intermittent,51+
46,Other,Standard,1.24,60,Europe,Tv,13.99,True,Debit Card,5,0.02,Horror,0.09,Dormant,36-50
41,Other,Standard,22.67,51,North America,Desktop,13.99,False,Paypal,2,0.44,Documentary,1.62,Dormant,36-50
28,Female,Basic,13.35,17,North America,Tablet,8.99,False,Paypal,1,0.74,Comedy,1.48,Intermittent,26-35
48,Other,Premium,25.07,29,North America,Tablet,17.99,False,Credit Card,4,0.84,Drama,1.39,Intermittent,36-50
62,Female,Standard,5.47,31,South America,Tv,13.99,True,Debit Card,1,0.17,Sci-Fi,0.39,Dormant,51+
29,Male,Basic,11.65,22,Asia,Laptop,8.99,False,Paypal,2,0.51,Comedy,1.3,Intermittent,26-35
40,Female,Basic,1.79,14,South America,Laptop,8.99,True,Paypal,1,0.12,Documentary,0.2,Intermittent,36-50
35,Female,Basic,5.61,18,Europe,Mobile,8.99,True,Crypto,2,0.3,Horror,0.62,Intermittent,26-35
35,Female,Standard,3.26,39,Europe,Tablet,13.99,True,Debit Card,2,0.08,Drama,0.23,Dormant,26-35
42,Female,Standard,3.67,13,Oceania,Tv,13.99,True,Debit Card,3,0.26,Action,0.26,Intermittent,36-50
24,Male,Premium,1.12,55,Asia,Tablet,17.99,True,Crypto,5,0.02,Documentary,0.06,Dormant,18-25
38,Female,Premium,15.94,54,Oceania,Desktop,17.99,True,Crypto,2,0.29,Action,0.89,Dormant,36-50
26,Other,Premium,8.32,48,Africa,Laptop,17.99,True,Crypto,5,0.17,Sci-Fi,0.46,Dormant,26-35
65,Female,Premium,22.68,40,Europe,Tablet,17.99,False,Crypto,2,0.55,Horror,1.26,Dormant,51+
24,Male,Premium,0.58,57,Europe,Tablet,17.99,True,Paypal,3,0.01,Sci-Fi,0.03,Dormant,18-25
56,Other,Basic,11.81,14,Asia,Laptop,8.99,False,Paypal,2,0.79,Drama,1.31,Intermittent,51+
34,Female,Basic,0.95,44,Asia,Mobile,8.99,True,Paypal,4,0.02,Action,0.11,Dormant,26-35
26,Female,Premium,0.67,8,Asia,Laptop,17.99,False,Debit Card,4,0.07,Sci-Fi,0.04,Intermittent,26-35
56,Other,Premium,3.67,19,Asia,Tv,17.99,False,Debit Card,5,0.18,Action,0.2,Intermittent,51+
57,Female,Standard,16.97,55,Asia,Tv,13.99,True,Gift Card,4,0.3,Comedy,1.21,Dormant,51+
54,Other,Standard,8.61,11,Africa,Tablet,13.99,False,Gift Card,3,0.72,Romance,0.62,Intermittent,51+
48,Male,Premium,4.15,53,Africa,Laptop,17.99,True,Credit Card,4,0.08,Documentary,0.23,Dormant,36-50
38,Female,Basic,6.63,24,Europe,Mobile,8.99,True,Crypto,3,0.27,Drama,0.74,Intermittent,36-50
70,Female,Basic,13.01,32,Asia,Tv,8.99,True,Crypto,2,0.39,Comedy,1.45,Dormant,51+
53,Female,Standard,20.82,13,Asia,Laptop,13.99,False,Credit Card,2,1.49,Romance,1.49,Intermittent,51+
48,Female,Premium,5.85,3,North America,Tablet,17.99,False,Credit Card,4,1.46,Action,0.33,Active,36-50
63,Female,Basic,8.83,13,Asia,Laptop,8.99,False,Crypto,4,0.63,Sci-Fi,0.98,Intermittent,51+
67,Female,Premium,31.33,29,North America,Mobile,17.99,False,Gift Card,2,1.04,Horror,1.74,Intermittent,51+
54,Other,Basic,0.5,54,Asia,Desktop,8.99,True,Crypto,1,0.01,Comedy,0.06,Dormant,51+
59,Male,Premium,8.39,59,Africa,Mobile,17.99,True,Debit Card,3,0.14,Horror,0.47,Dormant,51+
22,Other,Basic,18.39,44,Africa,Tv,8.99,True,Credit Card,1,0.41,Comedy,2.05,Dormant,18-25
24,Female,Basic,12.03,28,Asia,Mobile,8.99,False,Debit Card,4,0.41,Comedy,1.34,Intermittent,18-25
69,Female,Basic,0.64,21,South America,Mobile,8.99,True,Paypal,1,0.03,Drama,0.07,Intermittent,51+
24,Female,Standard,3.9,32,South America,Tv,13.99,True,Paypal,5,0.12,Sci-Fi,0.28,Dormant,18-25
64,Other,Basic,4.86,33,South America,Tv,8.99,True,Debit Card,5,0.14,Documentary,0.54,Dormant,51+
57,Female,Premium,28.21,1,Asia,Desktop,17.99,False,Crypto,5,14.11,Documentary,1.57,Active,51+
45,Other,Basic,10.01,46,Asia,Mobile,8.99,True,Paypal,3,0.21,Comedy,1.11,Dormant,36-50
34,Female,Basic,4.45,60,North America,Laptop,8.99,True,Gift Card,4,0.07,Action,0.49,Dormant,26-35
18,Female,Premium,33.81,5,Asia,Tv,17.99,False,Crypto,2,5.64,Romance,1.88,Active,18-25
21,Other,Premium,9.85,54,South America,Desktop,17.99,True,Debit Card,1,0.18,Action,0.55,Dormant,18-25
63,Female,Standard,6.37,48,Asia,Mobile,13.99,False,Credit Card,5,0.13,Romance,0.46,Dormant,51+
23,Other,Standard,24.23,52,Africa,Tv,13.99,False,Gift Card,2,0.46,Documentary,1.73,Dormant,18-25
57,Other,Basic,52.8,0,Europe,Tablet,8.99,False,Paypal,2,52.8,Sci-Fi,5.87,Active,51+
63,Other,Basic,15.77,2,Europe,Tablet,8.99,False,Paypal,4,5.26,Drama,1.75,Active,51+
69,Other,Basic,13.94,32,North America,Tv,8.99,True,Paypal,1,0.42,Action,1.55,Dormant,51+
64,Female,Standard,2.56,3,North America,Laptop,13.99,False,Debit Card,4,0.64,Documentary,0.18,Active,51+
65,Male,Standard,1.55,1,Asia,Laptop,13.99,False,Debit Card,2,0.78,Horror,0.11,Active,51+
32,Female,Premium,4.46,40,South America,Mobile,17.99,True,Crypto,1,0.11,Comedy,0.25,Dormant,26-35
53,Male,Premium,7.98,20,Europe,Desktop,17.99,False,Credit Card,3,0.38,Action,0.44,Intermittent,51+
23,Other,Standard,9.6,54,Asia,Laptop,13.99,True,Gift Card,4,0.17,Action,0.69,Dormant,18-25
28,Female,Premium,3.16,8,Europe,Tablet,17.99,True,Crypto,1,0.35,Horror,0.18,Intermittent,26-35
69,Other,Premium,1.85,33,Oceania,Laptop,17.99,True,Debit Card,2,0.05,Drama,0.1,Dormant,51+
21,Other,Standard,14.71,11,Asia,Laptop,13.99,False,Crypto,1,1.23,Sci-Fi,1.05,Intermittent,18-25
29,Female,Premium,0.19,54,Europe,Mobile,17.99,True,Paypal,2,0.0,Drama,0.01,Dormant,26-35
21,Male,Premium,20.0,22,North America,Laptop,17.99,False,Debit Card,5,0.87,Sci-Fi,1.11,Intermittent,18-25
32,Male,Basic,12.51,30,South America,Mobile,8.99,False,Paypal,2,0.4,Romance,1.39,Intermittent,26-35
47,Male,Standard,26.18,8,North America,Tv,13.99,False,Debit Card,1,2.91,Action,1.87,Intermittent,36-50
66,Male,Standard,12.19,24,Oceania,Tablet,13.99,False,Debit Card,1,0.49,Action,0.87,Intermittent,51+
60,Male,Basic,17.3,36,Europe,Tablet,8.99,True,Gift Card,3,0.47,Drama,1.92,Dormant,51+
18,Male,Premium,17.83,37,Asia,Laptop,17.99,False,Credit Card,4,0.47,Action,0.99,Dormant,18-25
46,Male,Basic,7.08,23,Asia,Desktop,8.99,False,Credit Card,5,0.29,Action,0.79,Intermittent,36-50
25,Male,Premium,22.64,14,Africa,Desktop,17.99,False,Paypal,2,1.51,Horror,1.26,Intermittent,18-25
51,Male,Basic,26.04,8,South America,Laptop,8.99,False,Credit Card,1,2.89,Romance,2.9,Intermittent,51+
39,Female,Premium,12.07,15,South America,Desktop,17.99,False,Debit Card,1,0.75,Documentary,0.67,Intermittent,36-50
69,Male,Basic,6.06,30,Europe,Tv,8.99,False,Credit Card,4,0.2,Romance,0.67,Intermittent,51+
55,Female,Basic,24.21,35,Oceania,Laptop,8.99,False,Paypal,1,0.67,Drama,2.69,Dormant,51+
20,Other,Standard,3.19,53,South America,Tablet,13.99,True,Gift Card,4,0.06,Sci-Fi,0.23,Dormant,18-25
20,Male,Premium,39.85,26,Europe,Desktop,17.99,False,Debit Card,1,1.48,Horror,2.22,Intermittent,18-25
31,Other,Standard,31.29,9,South America,Tv,13.99,False,Crypto,4,3.13,Documentary,2.24,Intermittent,26-35
18,Female,Standard,11.81,9,South America,Mobile,13.99,False,Credit Card,4,1.18,Horror,0.84,Intermittent,18-25
58,Other,Basic,6.1,26,Oceania,Tablet,8.99,False,Credit Card,2,0.23,Comedy,0.68,Intermittent,51+
37,Other,Premium,26.5,12,South America,Tablet,17.99,False,Debit Card,5,2.04,Drama,1.47,Intermittent,36-50
23,Male,Standard,10.77,23,North America,Laptop,13.99,False,Paypal,3,0.45,Sci-Fi,0.77,Intermittent,18-25
46,Female,Standard,4.68,11,Africa,Tablet,13.99,True,Gift Card,5,0.39,Comedy,0.33,Intermittent,36-50
22,Male,Standard,17.8,54,North America,Desktop,13.99,True,Debit Card,1,0.32,Action,1.27,Dormant,18-25
36,Other,Standard,2.79,10,Europe,Desktop,13.99,True,Gift Card,1,0.25,Sci-Fi,0.2,Intermittent,36-50
51,Female,Premium,8.6,9,Europe,Tv,17.99,False,Gift Card,1,0.86,Sci-Fi,0.48,Intermittent,51+
60,Other,Standard,4.57,60,Oceania,Tv,13.99,True,Gift Card,3,0.07,Romance,0.33,Dormant,51+
37,Male,Standard,2.43,6,North America,Tablet,13.99,False,Crypto,5,0.35,Romance,0.17,Active,36-50
55,Male,Standard,43.73,28,North America,Laptop,13.99,False,Paypal,4,1.51,Horror,3.13,Intermittent,51+
22,Male,Premium,21.47,51,South America,Tv,17.99,False,Paypal,3,0.41,Sci-Fi,1.19,Dormant,18-25
18,Other,Premium,16.89,33,South America,Laptop,17.99,False,Debit Card,4,0.5,Romance,0.94,Dormant,18-25
46,Male,Premium,2.96,33,South America,Tv,17.99,True,Paypal,5,0.09,Action,0.16,Dormant,36-50
49,Other,Premium,22.29,19,Africa,Tablet,17.99,False,Gift Card,1,1.11,Comedy,1.24,Intermittent,36-50
23,Male,Basic,10.37,30,Oceania,Tablet,8.99,False,Paypal,2,0.33,Drama,1.15,Intermittent,18-25
24,Female,Basic,21.04,10,Oceania,Tablet,8.99,False,Gift Card,2,1.91,Action,2.34,Intermittent,18-25
31,Other,Standard,8.02,28,Oceania,Tv,13.99,False,Gift Card,5,0.28,Drama,0.57,Intermittent,26-35
66,Female,Standard,18.96,6,South America,Laptop,13.99,False,Gift Card,3,2.71,Action,1.36,Active,51+
65,Other,Basic,15.79,22,South America,Mobile,8.99,False,Debit Card,5,0.69,Sci-Fi,1.76,Intermittent,51+
64,Other,Basic,15.26,48,Asia,Mobile,8.99,True,Credit Card,1,0.31,Comedy,1.7,Dormant,51+
29,Female,Basic,0.36,3,Asia,Mobile,8.99,True,Debit Card,4,0.09,Horror,0.04,Active,26-35
55,Female,Premium,20.71,7,North America,Mobile,17.99,False,Debit Card,5,2.59,Sci-Fi,1.15,Active,51+
62,Male,Basic,11.99,7,Europe,Tv,8.99,False,Paypal,2,1.5,Romance,1.33,Active,51+
